refName	segments
REF_1a_AF009606	[2769, 3419]
REF_1a_EF407457	[2573, 3223]
REF_1a_HQ850279	[2618, 3268]
REF_1a_M62321	[2769, 3419]
REF_1a_M67463	[2769, 3419]
REF_1a_NC_004102	[2769, 3419]
REF_1b_D90208	[2757, 3407]
REF_1b_EU781827	[2743, 3393]
REF_1b_EU781828	[2732, 3382]
REF_1b_M58335	[2760, 3410]
REF_1c_AY051292	[2769, 3419]
REF_1c_AY651061	[2769, 3419]
REF_1c_D14853	[2769, 3419]
REF_1d_KJ439768	[2769, 3419]
REF_1e_KC248194	[2780, 3430]
REF_1g_AM910652	[2753, 3403]
REF_1h_KC248198	[2772, 3422]
REF_1h_KC248199	[2772, 3422]
REF_1i_KJ439772	[2781, 3431]
REF_1j_KJ439773	[2769, 3419]
REF_1k_KJ439774	[2769, 3419]
REF_1l_KC248193	[2788, 3438]
REF_1l_KC248196	[2788, 3438]
REF_1l_KC248197	[2791, 3441]
REF_1m_KJ439778	[2772, 3422]
REF_1m_KJ439782	[2769, 3419]
REF_1n_KJ439775	[2769, 3419]
REF_1n_KJ439781	[2770, 3420]
REF_1o_KJ439779	[2770, 3420]
REF_1o_MH885469	[2720, 3370]
REF_1_AJ851228	[2745, 3395]
REF_1_HQ537007	[2663, 3313]
REF_1_KC248195	[2793, 3443]
REF_1_KJ439776	[2788, 3438]
REF_1_KJ439777	[2769, 3419]
REF_1_KJ439780	[2769, 3419]
REF_1_NC_004102	[2769, 3419]
REF_2a_AB047639	[2780, 3430]
REF_2a_D00944	[2780, 3430]
REF_2a_HQ639944	[2716, 3366]
REF_2b_AB030907	[2781, 3431]
REF_2b_AB661382	[2440, 3090]
REF_2b_AB661388	[2440, 3090]
REF_2b_D10988	[2781, 3431]
REF_2c_D50409	[2780, 3430]
REF_2c_JX227949	[2695, 3369]
REF_2d_JF735114	[2780, 3430]
REF_2e_JF735120	[2780, 3631]
REF_2f_KC844042	[2780, 3430]
REF_2f_KC844050	[2780, 3430]
REF_2i_DQ155561	[2753, 3403]
REF_2j_HM777358	[2700, 3350]
REF_2j_HM777359	[2700, 3350]
REF_2j_JF735113	[2780, 3430]
REF_2k_AB031663	[2781, 3431]
REF_2k_JX227953	[2702, 3352]
REF_2m_JF735111	[2780, 3430]
REF_2m_JX227967	[2703, 3353]
REF_2q_FN666428	[2753, 3403]
REF_2q_FN666429	[2753, 3403]
REF_2r_JF735115	[2780, 3430]
REF_2t_KC197238	[2759, 3409]
REF_2u_JF735112	[2780, 3430]
REF_2_D00944	[2780, 3430]
REF_2_JF735110	[2780, 3430]
REF_2_JF735116	[2780, 3430]
REF_2_JF735117	[2774, 3424]
REF_2_JF735118	[2780, 3430]
REF_2_JF735119	[2778, 3428]
REF_2_KC197236	[2753, 3403]
REF_2_KC197237	[2753, 3403]
REF_2_KC197239	[2756, 3406]
REF_3a_D17763	[2785, 3435]
REF_3a_D28917	[2785, 3435]
REF_3a_JN714194	[2789, 3439]
REF_3a_X76918	[2744, 3394]
REF_3b_D49374	[2791, 3441]
REF_3b_JQ065709	[2763, 3413]
REF_3d_KJ470619	[2786, 3436]
REF_3e_KJ470618	[2782, 3432]
REF_3g_JF735123	[2788, 3438]
REF_3g_JX227954	[2713, 3363]
REF_3h_JF735121	[2782, 3432]
REF_3h_JF735126	[2782, 3432]
REF_3i_FJ407092	[2786, 3436]
REF_3i_JX227955	[2711, 3361]
REF_3k_D63821	[2782, 3432]
REF_3k_JF735122	[2782, 3432]
REF_3_D17763	[2785, 3435]
REF_3_JF735124	[2779, 3429]
REF_4a_DQ418789	[2689, 3339]
REF_4a_DQ988074	[2684, 3334]
REF_4a_Y11604	[2707, 3357]
REF_4b_FJ462435	[2768, 3418]
REF_4c_FJ462436	[2768, 3418]
REF_4d_DQ418786	[2659, 3309]
REF_4d_EU392172	[2687, 3337]
REF_4d_FJ462437	[2765, 3415]
REF_4f_EF589161	[2708, 3358]
REF_4f_EU392174	[2696, 3346]
REF_4f_EU392175	[2695, 3345]
REF_4g?_JX227963	[2679, 3329]
REF_4g_FJ462432	[2760, 3410]
REF_4g_JX227971	[2549, 3199]
REF_4k_EU392171	[2654, 3304]
REF_4k_EU392173	[2691, 3341]
REF_4k_FJ462438	[2769, 3419]
REF_4l_FJ839870	[2765, 3415]
REF_4l_JX227957	[2685, 3335]
REF_4m_FJ462433	[2766, 3416]
REF_4m_JX227972	[2688, 3338]
REF_4n_FJ462441	[2771, 3421]
REF_4n_JX227970	[2690, 3340]
REF_4o_FJ462440	[2769, 3419]
REF_4o_JX227977	[2676, 3326]
REF_4p_FJ462431	[2768, 3418]
REF_4q_FJ462434	[2766, 3416]
REF_4r_FJ462439	[2768, 3418]
REF_4r_JX227976	[2690, 3340]
REF_4s_JF735136	[2769, 3419]
REF_4t_FJ839869	[2768, 3418]
REF_4v_HQ537008	[2681, 3331]
REF_4v_HQ537009	[2684, 3334]
REF_4v_JX227959	[2698, 3348]
REF_4v_JX227960	[2654, 3304]
REF_4w_FJ025855	[2618, 3268]
REF_4w_FJ025856	[2618, 3268]
REF_4_FJ025854	[2618, 3268]
REF_4_JF735127	[2768, 3418]
