refName	segments
REF_1a_AF009606	[7602, 9377]
REF_1a_EF407457	[7406, 9181]
REF_1a_HQ850279	[7451, 9191]
REF_1a_M62321	[7602, 9377]
REF_1a_M67463	[7602, 9377]
REF_1a_NC_004102	[7602, 9377]
REF_1b_D90208	[7587, 9362]
REF_1b_EU781827	[7573, 9348]
REF_1b_EU781828	[7562, 9337]
REF_1b_M58335	[7590, 9365]
REF_1c_AY051292	[7602, 9377]
REF_1c_AY651061	[7602, 9377]
REF_1c_D14853	[7602, 9377]
REF_1d_KJ439768	[7599, 9374]
REF_1e_KC248194	[7613, 9388]
REF_1g_AM910652	[7586, 9361]
REF_1h_KC248198	[7605, 9380]
REF_1h_KC248199	[7605, 9380]
REF_1i_KJ439772	[7611, 9386]
REF_1j_KJ439773	[7602, 9377]
REF_1k_KJ439774	[7602, 9377]
REF_1l_KC248193	[7621, 9396]
REF_1l_KC248196	[7621, 9396]
REF_1l_KC248197	[7624, 9399]
REF_1m_KJ439778	[7605, 9380]
REF_1m_KJ439782	[7602, 9377]
REF_1n_KJ439775	[7602, 9377]
REF_1n_KJ439781	[7603, 9378]
REF_1o_KJ439779	[7603, 9378]
REF_1o_MH885469	[7553, 9328]
REF_1_AJ851228	[7575, 9350]
REF_1_HQ537007	[7496, 9187]
REF_1_KC248195	[7629, 9404]
REF_1_KJ439776	[7621, 9396]
REF_1_KJ439777	[7602, 9377]
REF_1_KJ439780	[7602, 9377]
REF_1_NC_004102	[7602, 9377]
REF_2a_AB047639	[7667, 9442]
REF_2a_D00944	[7667, 9442]
REF_2a_HQ639944	[7603, 9378]
REF_2b_AB030907	[7668, 9443]
REF_2b_AB661382	[7327, 9102]
REF_2b_AB661388	[7327, 9102]
REF_2b_D10988	[7668, 9443]
REF_2c_D50409	[7679, 9454]
REF_2c_JX227949	[7615, 9295]
REF_2d_JF735114	[7667, 9442]
REF_2e_JF735120	[7883, 9658]
REF_2f_KC844042	[7667, 9442]
REF_2f_KC844050	[7667, 9442]
REF_2i_DQ155561	[7637, 9354]
REF_2j_HM777358	[7587, 9112]
REF_2j_HM777359	[7587, 9362]
REF_2j_JF735113	[7667, 9442]
REF_2k_AB031663	[7668, 9443]
REF_2k_JX227953	[7589, 9364]
REF_2m_JF735111	[7670, 9445]
REF_2m_JX227967	[7593, 9368]
REF_2q_FN666428	[7640, 9415]
REF_2q_FN666429	[7640, 9398]
