refName	segments
REF_1a_AF009606	[1, 341]
REF_1a_EF407457	[1, 145]
REF_1a_HQ850279	[1, 190]
REF_1a_M62321	[1, 341]
REF_1a_M67463	[1, 341]
REF_1a_NC_004102	[1, 341]
REF_1b_D90208	[1, 329]
REF_1b_EU781827	[1, 315]
REF_1b_EU781828	[1, 304]
REF_1b_M58335	[1, 332]
REF_1c_AY051292	[1, 341]
REF_1c_AY651061	[1, 341]
REF_1c_D14853	[1, 341]
REF_1d_KJ439768	[1, 341]
REF_1e_KC248194	[1, 340]
REF_1g_AM910652	[1, 313]
REF_1h_KC248198	[1, 341]
REF_1h_KC248199	[1, 341]
REF_1i_KJ439772	[1, 341]
REF_1j_KJ439773	[1, 341]
REF_1k_KJ439774	[1, 341]
REF_1l_KC248193	[1, 342]
REF_1l_KC248196	[1, 342]
REF_1l_KC248197	[1, 342]
REF_1m_KJ439778	[1, 341]
REF_1m_KJ439782	[1, 341]
REF_1n_KJ439775	[1, 341]
REF_1n_KJ439781	[1, 342]
REF_1o_KJ439779	[1, 342]
REF_1o_MH885469	[1, 283]
REF_1_AJ851228	[1, 314]
REF_1_HQ537007	[1, 235]
REF_1_KC248195	[1, 341]
REF_1_KJ439776	[1, 342]
REF_1_KJ439777	[1, 341]
REF_1_KJ439780	[1, 341]
REF_1_NC_004102	[1, 341]
REF_2a_AB047639	[1, 340]
REF_2a_D00944	[1, 340]
REF_2a_HQ639944	[1, 276]
REF_2b_AB030907	[1, 341]
REF_2b_D10988	[1, 341]
REF_2c_D50409	[1, 340]
REF_2c_JX227949	[1, 255]
REF_2d_JF735114	[1, 340]
REF_2e_JF735120	[1, 340]
REF_2f_KC844042	[1, 340]
REF_2f_KC844050	[1, 340]
REF_2i_DQ155561	[1, 313]
REF_2j_HM777358	[1, 260]
REF_2j_HM777359	[1, 260]
REF_2j_JF735113	[1, 340]
REF_2k_AB031663	[1, 341]
REF_2k_JX227953	[1, 262]
REF_2m_JF735111	[1, 340]
REF_2m_JX227967	[1, 263]
REF_2q_FN666428	[1, 313]
REF_2q_FN666429	[1, 313]
REF_2r_JF735115	[1, 340]
REF_2t_KC197238	[1, 313]
REF_2u_JF735112	[1, 340]
REF_2_D00944	[1, 340]
REF_2_JF735110	[1, 340]
REF_2_JF735116	[1, 340]
REF_2_JF735117	[1, 340]
REF_2_JF735118	[1, 340]
REF_2_JF735119	[1, 341]
REF_2_KC197236	[1, 313]
REF_2_KC197237	[1, 313]
REF_2_KC197239	[1, 313]
REF_3a_D17763	[1, 339]
REF_3a_D28917	[1, 339]
REF_3a_JN714194	[1, 343]
REF_3a_X76918	[1, 298]
REF_3b_D49374	[1, 339]
REF_3b_JQ065709	[1, 314]
REF_3d_KJ470619	[1, 340]
REF_3e_KJ470618	[1, 339]
REF_3g_JF735123	[1, 339]
REF_3g_JX227954	[1, 264]
REF_3h_JF735121	[1, 339]
REF_3h_JF735126	[1, 339]
REF_3i_FJ407092	[1, 340]
REF_3i_JX227955	[1, 265]
REF_3k_D63821	[1, 339]
REF_3k_JF735122	[1, 339]
REF_3_D17763	[1, 339]
REF_3_JF735124	[1, 339]
REF_4a_DQ418789	[1, 261]
REF_4a_DQ988074	[1, 259]
REF_4a_Y11604	[1, 279]
REF_4b_FJ462435	[1, 340]
REF_4c_FJ462436	[1, 340]
REF_4d_DQ418786	[1, 234]
REF_4d_EU392172	[1, 262]
REF_4d_FJ462437	[1, 340]
REF_4f_EF589161	[1, 274]
REF_4f_EU392174	[1, 262]
REF_4f_EU392175	[1, 261]
REF_4g?_JX227963	[1, 263]
REF_4g_FJ462432	[1, 341]
REF_4g_JX227971	[1, 130]
REF_4k_EU392171	[1, 226]
REF_4k_EU392173	[1, 263]
REF_4k_FJ462438	[1, 341]
REF_4l_FJ839870	[1, 340]
REF_4l_JX227957	[1, 260]
REF_4m_FJ462433	[1, 341]
REF_4m_JX227972	[1, 263]
REF_4n_FJ462441	[1, 340]
REF_4n_JX227970	[1, 262]
REF_4o_FJ462440	[1, 341]
REF_4o_JX227977	[1, 248]
REF_4p_FJ462431	[1, 340]
REF_4q_FJ462434	[1, 341]
REF_4r_FJ462439	[1, 340]
REF_4r_JX227976	[1, 262]
REF_4s_JF735136	[1, 341]
REF_4t_FJ839869	[1, 340]
REF_4v_HQ537008	[1, 256]
REF_4v_HQ537009	[1, 256]
REF_4v_JX227959	[1, 273]
REF_4v_JX227960	[1, 226]
REF_4w_FJ025855	[1, 190]
REF_4w_FJ025856	[1, 190]
REF_4_FJ025854	[1, 190]
REF_4_JF735127	[1, 340]
REF_4_JF735129	[1, 340]
REF_4_JF735130	[1, 340]
REF_4_JF735131	[1, 341]
REF_4_JF735132	[1, 340]
REF_4_JF735134	[1, 340]
REF_4_JF735135	[1, 340]
REF_4_JF735138	[1, 340]
REF_4_JX227964	[1, 274]
REF_4_Y11604	[1, 279]
REF_5a_AF064490	[1, 246]
REF_5a_Y13184	[1, 279]
REF_5_AF064490	[1, 246]
REF_5_KT595242	[1, 246]
REF_6a_AY859526	[1, 295]
REF_6a_EU246930	[1, 316]
REF_6a_HQ639936	[1, 279]
REF_6a_Y12083	[1, 283]
REF_6b_D84262	[1, 342]
REF_6c_EF424629	[1, 339]
REF_6d_D84263	[1, 338]
REF_6e?_EU246931	[1, 313]
REF_6e_DQ314805	[1, 338]
