refName	segments
REF_1a_AF009606	[5313, 5474]
REF_1a_EF407457	[5117, 5278]
REF_1a_HQ850279	[5162, 5323]
REF_1a_M62321	[5313, 5474]
REF_1a_M67463	[5313, 5474]
REF_1a_NC_004102	[5313, 5474]
REF_1b_D90208	[5301, 5462]
REF_1b_EU781827	[5287, 5448]
REF_1b_EU781828	[5276, 5437]
REF_1b_M58335	[5304, 5465]
REF_1c_AY051292	[5313, 5474]
REF_1c_AY651061	[5313, 5474]
REF_1c_D14853	[5313, 5474]
REF_1d_KJ439768	[5313, 5474]
REF_1e_KC248194	[5324, 5485]
REF_1g_AM910652	[5297, 5458]
REF_1h_KC248198	[5316, 5477]
REF_1h_KC248199	[5316, 5477]
REF_1i_KJ439772	[5325, 5486]
REF_1j_KJ439773	[5313, 5474]
REF_1k_KJ439774	[5313, 5474]
REF_1l_KC248193	[5332, 5493]
REF_1l_KC248196	[5332, 5493]
REF_1l_KC248197	[5335, 5496]
REF_1m_KJ439778	[5316, 5477]
REF_1m_KJ439782	[5313, 5474]
REF_1n_KJ439775	[5313, 5474]
REF_1n_KJ439781	[5314, 5475]
REF_1o_KJ439779	[5314, 5475]
REF_1o_MH885469	[5264, 5425]
REF_1_AJ851228	[5289, 5450]
REF_1_HQ537007	[5207, 5368]
REF_1_KC248195	[5337, 5498]
REF_1_KJ439776	[5332, 5493]
REF_1_KJ439777	[5313, 5474]
REF_1_KJ439780	[5313, 5474]
REF_1_NC_004102	[5313, 5474]
REF_2a_AB047639	[5324, 5485]
REF_2a_D00944	[5324, 5485]
REF_2a_HQ639944	[5260, 5421]
REF_2b_AB030907	[5325, 5486]
REF_2b_AB661382	[4984, 5145]
REF_2b_AB661388	[4984, 5145]
REF_2b_D10988	[5325, 5486]
REF_2c_D50409	[5324, 5485]
REF_2c_JX227949	[5263, 5424]
REF_2d_JF735114	[5324, 5485]
REF_2e_JF735120	[5525, 5686]
REF_2f_KC844042	[5324, 5485]
REF_2f_KC844050	[5324, 5485]
REF_2i_DQ155561	[5297, 5458]
REF_2j_HM777358	[5244, 5405]
REF_2j_HM777359	[5244, 5405]
REF_2j_JF735113	[5324, 5485]
REF_2k_AB031663	[5325, 5486]
REF_2k_JX227953	[5246, 5407]
REF_2m_JF735111	[5324, 5485]
REF_2m_JX227967	[5247, 5408]
REF_2q_FN666428	[5297, 5458]
REF_2q_FN666429	[5297, 5458]
REF_2r_JF735115	[5324, 5485]
REF_2t_KC197238	[5303, 5464]
REF_2u_JF735112	[5324, 5485]
REF_2_D00944	[5324, 5485]
REF_2_JF735110	[5324, 5485]
REF_2_JF735116	[5324, 5485]
REF_2_JF735117	[5318, 5479]
REF_2_JF735118	[5324, 5485]
REF_2_JF735119	[5322, 5483]
REF_2_KC197236	[5297, 5458]
REF_2_KC197237	[5297, 5458]
REF_2_KC197239	[5300, 5461]
REF_3a_D17763	[5329, 5490]
REF_3a_D28917	[5329, 5490]
REF_3a_JN714194	[5333, 5494]
REF_3a_X76918	[5288, 5449]
REF_3b_D49374	[5335, 5496]
REF_3b_JQ065709	[5307, 5468]
REF_3d_KJ470619	[5330, 5491]
REF_3e_KJ470618	[5326, 5487]
REF_3g_JF735123	[5332, 5493]
REF_3g_JX227954	[5257, 5418]
REF_3h_JF735121	[5326, 5487]
REF_3h_JF735126	[5326, 5487]
REF_3i_FJ407092	[5330, 5491]
REF_3i_JX227955	[5255, 5416]
REF_3k_D63821	[5326, 5487]
REF_3k_JF735122	[5326, 5487]
REF_3_D17763	[5329, 5490]
REF_3_JF735124	[5323, 5484]
REF_4a_DQ418789	[5233, 5394]
REF_4a_DQ988074	[5228, 5389]
REF_4a_Y11604	[5251, 5412]
REF_4b_FJ462435	[5312, 5473]
REF_4c_FJ462436	[5312, 5473]
REF_4d_DQ418786	[5203, 5364]
REF_4d_EU392172	[5231, 5392]
REF_4d_FJ462437	[5309, 5470]
REF_4f_EF589161	[5252, 5413]
