refName	segments
REF_1a_AF009606	[915, 1490]
REF_1a_EF407457	[719, 1294]
REF_1a_HQ850279	[764, 1339]
REF_1a_M62321	[915, 1490]
REF_1a_M67463	[915, 1490]
REF_1a_NC_004102	[915, 1490]
REF_1b_D90208	[903, 1478]
REF_1b_EU781827	[889, 1464]
REF_1b_EU781828	[878, 1453]
REF_1b_M58335	[906, 1481]
REF_1c_AY051292	[915, 1490]
REF_1c_AY651061	[915, 1490]
REF_1c_D14853	[915, 1490]
REF_1d_KJ439768	[915, 1490]
REF_1e_KC248194	[914, 1489]
REF_1g_AM910652	[887, 1462]
REF_1h_KC248198	[915, 1490]
REF_1h_KC248199	[915, 1490]
REF_1i_KJ439772	[915, 1490]
REF_1j_KJ439773	[915, 1490]
REF_1k_KJ439774	[915, 1490]
REF_1l_KC248193	[916, 1491]
REF_1l_KC248196	[916, 1491]
REF_1l_KC248197	[916, 1491]
REF_1m_KJ439778	[915, 1490]
REF_1m_KJ439782	[915, 1490]
REF_1n_KJ439775	[915, 1490]
REF_1n_KJ439781	[916, 1491]
REF_1o_KJ439779	[916, 1491]
REF_1o_MH885469	[857, 1432]
REF_1_AJ851228	[888, 1463]
REF_1_HQ537007	[809, 1384]
REF_1_KC248195	[915, 1490]
REF_1_KJ439776	[916, 1491]
REF_1_KJ439777	[915, 1490]
REF_1_KJ439780	[915, 1490]
REF_1_NC_004102	[915, 1490]
REF_2a_AB047639	[914, 1489]
REF_2a_D00944	[914, 1489]
REF_2a_HQ639944	[850, 1425]
REF_2b_AB030907	[915, 1490]
REF_2b_AB661382	[574, 1149]
REF_2b_AB661388	[574, 1149]
REF_2b_D10988	[915, 1490]
REF_2c_D50409	[914, 1489]
REF_2c_JX227949	[829, 1404]
REF_2d_JF735114	[914, 1489]
REF_2e_JF735120	[914, 1489]
REF_2f_KC844042	[914, 1489]
REF_2f_KC844050	[914, 1489]
REF_2i_DQ155561	[887, 1462]
REF_2j_HM777358	[834, 1409]
REF_2j_HM777359	[834, 1409]
REF_2j_JF735113	[914, 1489]
REF_2k_AB031663	[915, 1490]
REF_2k_JX227953	[836, 1411]
REF_2m_JF735111	[914, 1489]
REF_2m_JX227967	[837, 1412]
REF_2q_FN666428	[887, 1462]
REF_2q_FN666429	[887, 1462]
REF_2r_JF735115	[914, 1489]
REF_2t_KC197238	[887, 1468]
REF_2u_JF735112	[914, 1489]
REF_2_D00944	[914, 1489]
REF_2_JF735110	[914, 1489]
REF_2_JF735116	[914, 1489]
REF_2_JF735117	[914, 1489]
REF_2_JF735118	[914, 1489]
REF_2_JF735119	[915, 1490]
REF_2_KC197236	[887, 1462]
REF_2_KC197237	[887, 1462]
REF_2_KC197239	[887, 1465]
REF_3a_D17763	[913, 1488]
REF_3a_D28917	[913, 1488]
REF_3a_JN714194	[917, 1492]
REF_3a_X76918	[872, 1447]
REF_3b_D49374	[913, 1491]
REF_3b_JQ065709	[888, 1463]
REF_3d_KJ470619	[914, 1489]
REF_3e_KJ470618	[913, 1488]
REF_3g_JF735123	[913, 1488]
REF_3g_JX227954	[838, 1413]
REF_3h_JF735121	[913, 1488]
REF_3h_JF735126	[913, 1488]
REF_3i_FJ407092	[914, 1489]
REF_3i_JX227955	[839, 1414]
REF_3k_D63821	[913, 1488]
REF_3k_JF735122	[913, 1488]
REF_3_D17763	[913, 1488]
REF_3_JF735124	[913, 1488]
REF_4a_DQ418789	[835, 1410]
REF_4a_DQ988074	[833, 1408]
REF_4a_Y11604	[853, 1428]
REF_4b_FJ462435	[914, 1489]
REF_4c_FJ462436	[914, 1489]
REF_4d_DQ418786	[808, 1383]
REF_4d_EU392172	[836, 1411]
REF_4d_FJ462437	[914, 1489]
REF_4f_EF589161	[848, 1423]
REF_4f_EU392174	[836, 1411]
REF_4f_EU392175	[835, 1410]
REF_4g?_JX227963	[837, 1412]
REF_4g_FJ462432	[915, 1490]
REF_4g_JX227971	[704, 1279]
REF_4k_EU392171	[800, 1375]
REF_4k_EU392173	[837, 1412]
REF_4k_FJ462438	[915, 1490]
REF_4l_FJ839870	[914, 1489]
REF_4l_JX227957	[834, 1409]
REF_4m_FJ462433	[915, 1490]
REF_4m_JX227972	[837, 1412]
REF_4n_FJ462441	[914, 1489]
REF_4n_JX227970	[836, 1411]
REF_4o_FJ462440	[915, 1490]
REF_4o_JX227977	[822, 1397]
REF_4p_FJ462431	[914, 1489]
REF_4q_FJ462434	[915, 1490]
REF_4r_FJ462439	[914, 1489]
REF_4r_JX227976	[836, 1411]
REF_4s_JF735136	[915, 1490]
REF_4t_FJ839869	[914, 1489]
REF_4v_HQ537008	[830, 1405]
REF_4v_HQ537009	[830, 1405]
REF_4v_JX227959	[847, 1422]
REF_4v_JX227960	[800, 1375]
REF_4w_FJ025855	[764, 1339]
REF_4w_FJ025856	[764, 1339]
REF_4_FJ025854	[764, 1339]
REF_4_JF735127	[914, 1489]
REF_4_JF735129	[914, 1489]
REF_4_JF735130	[914, 1489]
REF_4_JF735131	[915, 1490]
REF_4_JF735132	[914, 1489]
REF_4_JF735134	[914, 1489]
REF_4_JF735135	[914, 1489]
REF_4_JF735138	[914, 1489]
REF_4_JX227964	[848, 1423]
REF_4_Y11604	[853, 1428]
REF_5a_AF064490	[820, 1395]
REF_5a_Y13184	[853, 1428]
REF_5_AF064490	[820, 1395]
REF_5_KT595242	[820, 1395]
REF_6a_AY859526	[869, 1444]
REF_6a_EU246930	[890, 1465]
REF_6a_HQ639936	[853, 1428]
REF_6a_Y12083	[857, 1432]
REF_6b_D84262	[916, 1491]
REF_6c_EF424629	[913, 1488]
REF_6d_D84263	[912, 1487]
REF_6e?_EU246931	[887, 1462]
REF_6e_DQ314805	[912, 1487]
REF_6e_EU246932	[887, 1462]
REF_6f_DQ835760	[912, 1487]
REF_6f_EU246936	[887, 1462]
REF_6g_D63822	[912, 1487]
REF_6g_DQ314806	[912, 1487]
REF_6h_D84265	[912, 1487]
REF_6i_DQ835762	[912, 1487]
REF_6i_DQ835770	[912, 1487]
REF_6j_DQ835761	[912, 1487]
REF_6j_DQ835769	[912, 1487]
REF_6k_D84264	[912, 1487]
REF_6l_EF424628	[912, 1487]
REF_6l_JX183556	[912, 1487]
REF_6m_DQ835766	[912, 1487]
REF_6m_DQ835767	[912, 1487]
REF_6n_DQ278894	[916, 1491]
REF_6n_DQ835768	[912, 1487]
REF_6n_EU246938	[887, 1462]
REF_6o_EF424627	[912, 1487]
REF_6o_EU246934	[887, 1462]
REF_6p_EF424626	[913, 1488]
REF_6q_EF424625	[913, 1488]
REF_6r_EU408328	[912, 1487]
REF_6s_EU408329	[912, 1487]
REF_6t_EF632071	[898, 1473]
REF_6t_EU246939	[887, 1462]
REF_6u_EU246940	[887, 1462]
REF_6v_EU158186	[881, 1456]
REF_6v_EU798760	[912, 1487]
REF_6v_EU798761	[881, 1456]
REF_6w_DQ278892	[913, 1488]
REF_6w_EU643834	[639, 1214]
REF_6w_EU643836	[639, 1214]
REF_6xa_EU408330	[881, 1456]
REF_6xa_EU408331	[881, 1456]
REF_6xa_EU408332	[881, 1456]
REF_6xb_JX183552	[912, 1487]
REF_6xb_KJ567645	[912, 1487]
REF_6xc_KJ567651	[912, 1487]
REF_6xd_KM252789	[915, 1490]
REF_6xd_KM252790	[915, 1490]
REF_6xd_KM252791	[915, 1490]
REF_6xe_JX183557	[912, 1487]
REF_6xe_KM252792	[912, 1487]
REF_6xf_KJ567646	[912, 1487]
REF_6xf_KJ567647	[913, 1488]
REF_6xg_MH492360	[846, 1421]
REF_6xg_MH492361	[846, 1421]
REF_6xg_MH492362	[846, 1421]
REF_6xh_MG879000	[574, 1149]
REF_6_DQ278891	[914, 1489]
REF_6_DQ278893	[915, 1490]
REF_6_JX183549	[912, 1485]
REF_6_JX183550	[912, 1487]
REF_6_JX183551	[912, 1487]
REF_6_JX183553	[912, 1487]
REF_6_JX183554	[912, 1487]
REF_6_JX183558	[912, 1487]
REF_6_KC844039	[912, 1487]
REF_6_KC844040	[912, 1487]
REF_6_KJ470620	[914, 1489]
REF_6_KJ470621	[914, 1489]
REF_6_KJ470622	[913, 1488]
REF_6_KJ470623	[913, 1488]
REF_6_KJ470624	[914, 1489]
REF_6_KJ470625	[913, 1488]
REF_6_KJ567644	[897, 1472]
